user_id,total_swipes,favorite_hall,most_common_meal,avg_wait_sec,persona,dietary_pref
U09919,10,Marciano Commons,dinner,254.9,residential_west,none
U09920,13,Marciano Commons,dinner,362.38,residential_east,gluten_free
U09921,11,Marciano Commons,lunch,389.27,commuter,vegetarian
U09922,13,Sargent Choice Café,dinner,364.69,residential_central,none
U09923,14,Sargent Choice Café,lunch,457.07,residential_central,none
U09924,10,Sargent Choice Café,dinner,336.3,residential_central,gluten_free
U09925,15,Marciano Commons,lunch,366.67,residential_east,halal
U09926,14,Marciano Commons,dinner,532.07,residential_west,none
U09927,10,Marciano Commons,lunch,383.8,off_campus_plan,none
U09928,7,Marciano Commons,lunch,551.0,commuter,none
U09929,11,Sargent Choice Café,lunch,504.45,commuter,none
U09930,8,Stuvi2 / towers,lunch,357.12,commuter,vegetarian
U09931,15,Marciano Commons,lunch,356.87,residential_east,vegetarian
U09932,11,Marciano Commons,dinner,226.09,residential_east,vegetarian
U09933,15,Stuvi2 / towers,dinner,276.4,residential_east,vegetarian
U09934,15,Marciano Commons,dinner,365.07,residential_west,none
U09935,17,Marciano Commons,breakfast,341.41,residential_east,none
U09936,16,West Campus Dining,dinner,375.44,residential_west,none
U09937,16,Marciano Commons,lunch,316.56,residential_central,none
U09938,11,Sargent Choice Café,lunch,349.09,commuter,none
U09939,6,Marciano Commons,lunch,491.5,commuter,vegetarian
U09940,11,Marciano Commons,dinner,369.09,off_campus_plan,vegan
U09941,14,Marciano Commons,lunch,365.43,residential_east,vegan
U09942,10,Stuvi2 / towers,dinner,261.6,residential_east,vegan
U09943,14,Marciano Commons,dinner,500.29,residential_central,vegetarian
U09944,12,Marciano Commons,dinner,567.17,residential_west,vegan
U09945,16,Marciano Commons,lunch,385.88,residential_east,none
U09946,15,Marciano Commons,dinner,484.8,residential_west,gluten_free
U09947,17,Marciano Commons,dinner,282.0,residential_east,none
U09948,14,Marciano Commons,dinner,315.21,residential_central,none
U09949,11,West Campus Dining,dinner,674.27,residential_west,none
U09950,12,Sargent Choice Café,dinner,257.92,residential_central,gluten_free
U09951,17,Marciano Commons,dinner,360.0,residential_central,gluten_free
U09952,14,Marciano Commons,dinner,417.71,residential_west,vegan
U09953,14,Warren Towers Dining,dinner,434.64,residential_east,vegetarian
U09954,15,Stuvi2 / towers,dinner,324.07,residential_east,none
U09955,16,West Campus Dining,dinner,332.31,residential_west,gluten_free
U09956,8,Sargent Choice Café,lunch,396.12,commuter,vegetarian
U09957,10,Stuvi2 / towers,lunch,261.6,commuter,gluten_free
U09958,14,Sargent Choice Café,dinner,469.0,residential_central,none
U09959,15,Marciano Commons,dinner,317.0,residential_east,none
U09960,14,Marciano Commons,lunch,615.5,residential_central,halal
U09961,13,Marciano Commons,dinner,373.15,residential_central,none
U09962,15,Marciano Commons,dinner,300.27,residential_west,gluten_free
U09963,14,Marciano Commons,dinner,364.36,residential_central,none
U09964,11,West Campus Dining,dinner,327.36,residential_west,gluten_free
U09965,14,Sargent Choice Café,dinner,353.36,residential_central,none
U09966,10,Stuvi2 / towers,lunch,533.7,commuter,vegetarian
U09967,15,Warren Towers Dining,breakfast,346.8,residential_east,none
U09968,7,Marciano Commons,lunch,203.86,commuter,vegetarian
U09969,14,Marciano Commons,dinner,309.5,residential_east,none
U09970,10,Marciano Commons,dinner,507.6,residential_east,gluten_free
U09971,7,Marciano Commons,lunch,371.57,off_campus_plan,vegetarian
U09972,9,West Campus Dining,lunch,363.0,off_campus_plan,none
U09973,20,Warren Towers Dining,breakfast,314.25,residential_east,halal
U09974,10,Marciano Commons,dinner,546.6,residential_west,none
U09975,15,Marciano Commons,dinner,442.4,residential_east,none
U09976,14,West Campus Dining,dinner,359.93,residential_west,none
U09977,8,Sargent Choice Café,lunch,318.38,commuter,halal
U09978,7,Stuvi2 / towers,lunch,348.71,off_campus_plan,none
U09979,14,Marciano Commons,dinner,353.93,residential_central,none
U09980,13,Marciano Commons,dinner,310.54,residential_west,gluten_free
U09981,17,Marciano Commons,dinner,425.24,residential_central,vegan
U09982,12,West Campus Dining,dinner,234.75,residential_west,none
U09983,9,Marciano Commons,lunch,221.11,off_campus_plan,vegan
U09984,7,Stuvi2 / towers,lunch,501.86,commuter,halal
U09985,16,Sargent Choice Café,lunch,433.38,residential_central,none
U09986,14,West Campus Dining,dinner,421.79,residential_west,halal
U09987,11,Marciano Commons,dinner,624.91,residential_west,none
U09988,16,Warren Towers Dining,dinner,340.88,residential_east,vegetarian
U09989,6,Warren Towers Dining,lunch,386.5,commuter,none
U09990,15,Marciano Commons,dinner,439.47,residential_west,vegetarian
U09991,16,West Campus Dining,lunch,401.81,residential_west,none
U09992,14,Marciano Commons,dinner,285.21,residential_west,vegan
U09993,9,Marciano Commons,lunch,207.0,commuter,none
U09994,14,Warren Towers Dining,lunch,255.64,residential_east,none
U09995,8,Sargent Choice Café,lunch,460.88,commuter,none
U09996,9,Sargent Choice Café,lunch,458.78,commuter,halal
U09997,8,Marciano Commons,lunch,343.38,off_campus_plan,none
U09998,15,Marciano Commons,dinner,301.13,residential_west,none
U09999,13,Marciano Commons,dinner,313.0,residential_east,none
U10000,16,Marciano Commons,dinner,204.25,residential_west,vegan
U10001,11,Marciano Commons,dinner,245.73,residential_west,none
U10002,15,Marciano Commons,dinner,353.87,residential_east,vegan
U10003,12,Sargent Choice Café,dinner,493.5,residential_central,none
U10004,12,West Campus Dining,dinner,198.25,residential_west,none
U10005,10,Marciano Commons,lunch,446.8,commuter,vegetarian
U10006,14,Marciano Commons,dinner,439.93,residential_east,gluten_free
U10007,15,Sargent Choice Café,dinner,355.73,residential_central,none
U10008,7,West Campus Dining,lunch,410.0,commuter,none
U10009,12,Marciano Commons,lunch,251.0,commuter,none
U10010,7,Warren Towers Dining,lunch,502.29,commuter,vegetarian
U10011,11,Warren Towers Dining,lunch,492.36,commuter,none
U10012,6,Warren Towers Dining,lunch,462.5,off_campus_plan,halal
U10013,14,West Campus Dining,dinner,295.29,residential_west,none
U10014,18,Sargent Choice Café,lunch,315.61,residential_central,none
U10015,14,Marciano Commons,dinner,244.5,residential_east,none
U10016,16,Marciano Commons,dinner,444.69,residential_east,vegetarian
U10017,13,Stuvi2 / towers,dinner,273.15,residential_east,vegetarian
U10018,15,Marciano Commons,lunch,436.93,residential_east,none
U10019,14,Warren Towers Dining,dinner,481.64,residential_east,gluten_free
U10020,14,Stuvi2 / towers,dinner,350.71,residential_east,none
U10021,14,Marciano Commons,dinner,385.29,residential_east,vegetarian
U10022,9,Sargent Choice Café,lunch,238.78,off_campus_plan,none
U10023,14,Warren Towers Dining,dinner,462.14,residential_east,none
U10024,9,West Campus Dining,lunch,148.22,commuter,halal
U10025,16,Marciano Commons,dinner,417.19,residential_east,vegan
U10026,10,West Campus Dining,dinner,379.6,off_campus_plan,none
U10027,7,Marciano Commons,lunch,642.86,commuter,vegetarian
U10028,16,Sargent Choice Café,lunch,389.0,residential_central,none
U10029,17,Sargent Choice Café,dinner,507.47,residential_central,vegetarian
U10030,13,Marciano Commons,dinner,237.08,residential_east,none
U10031,7,Marciano Commons,lunch,429.57,off_campus_plan,halal
U10032,9,Stuvi2 / towers,lunch,510.11,commuter,none
U10033,6,West Campus Dining,lunch,238.0,commuter,none
U10034,17,Marciano Commons,dinner,406.94,residential_central,none
U10035,15,Marciano Commons,dinner,446.8,residential_west,none
U10036,8,Marciano Commons,lunch,426.0,commuter,none
U10037,13,West Campus Dining,dinner,341.62,residential_west,none
U10038,18,Marciano Commons,breakfast,225.78,residential_central,vegan
U10039,15,Marciano Commons,dinner,278.0,residential_east,none
U10040,8,Sargent Choice Café,dinner,413.25,off_campus_plan,vegetarian
U10041,15,Marciano Commons,dinner,330.53,residential_east,vegetarian
U10042,16,Marciano Commons,dinner,354.62,residential_east,gluten_free
U10043,15,Marciano Commons,breakfast,400.87,residential_central,gluten_free
U10044,5,Marciano Commons,lunch,398.4,commuter,halal
U10045,16,Sargent Choice Café,dinner,314.81,residential_central,vegan
U10046,14,Marciano Commons,dinner,535.21,residential_east,none
U10047,13,Warren Towers Dining,dinner,301.46,residential_east,vegan
U10048,10,Marciano Commons,lunch,450.0,commuter,gluten_free
U10049,8,Marciano Commons,dinner,266.25,off_campus_plan,none
U10050,7,Marciano Commons,lunch,361.71,commuter,none
U10051,14,Marciano Commons,lunch,344.36,residential_west,none
U10052,5,Marciano Commons,dinner,351.4,off_campus_plan,vegetarian
U10053,13,West Campus Dining,lunch,174.08,residential_west,none
U10054,18,Sargent Choice Café,dinner,285.72,residential_central,vegetarian
U10055,11,Marciano Commons,dinner,470.45,residential_west,vegetarian
U10056,15,Marciano Commons,lunch,491.33,residential_west,gluten_free
U10057,7,Sargent Choice Café,lunch,458.71,commuter,vegetarian
U10058,15,Marciano Commons,dinner,339.33,residential_central,halal
U10059,13,Marciano Commons,dinner,392.62,residential_west,none
U10060,12,Marciano Commons,dinner,574.25,residential_east,none
U10061,14,Stuvi2 / towers,dinner,369.93,residential_east,none
U10062,14,Marciano Commons,lunch,343.71,residential_central,none
U10063,16,Warren Towers Dining,dinner,439.19,residential_east,none
U10064,13,Marciano Commons,dinner,294.85,residential_east,vegetarian
U10065,14,Sargent Choice Café,dinner,514.79,residential_central,vegetarian
U10066,15,Sargent Choice Café,dinner,350.0,residential_central,vegetarian
U10067,8,Marciano Commons,lunch,410.62,commuter,none
U10068,15,Marciano Commons,dinner,209.8,residential_central,none
U10069,10,Warren Towers Dining,lunch,329.7,commuter,vegetarian
U10070,8,West Campus Dining,lunch,698.25,off_campus_plan,none
U10071,9,Warren Towers Dining,lunch,322.44,commuter,none
U10072,16,Marciano Commons,breakfast,463.88,residential_central,none
U10073,15,Marciano Commons,dinner,270.53,residential_west,none
U10074,7,West Campus Dining,lunch,397.0,off_campus_plan,none
U10075,15,Warren Towers Dining,dinner,314.33,residential_east,none
U10076,16,Marciano Commons,dinner,374.12,residential_east,none
U10077,13,West Campus Dining,dinner,511.77,residential_west,vegetarian
U10078,16,Marciano Commons,dinner,371.44,residential_east,none
U10079,6,Stuvi2 / towers,lunch,287.67,off_campus_plan,none
U10080,13,Sargent Choice Café,dinner,427.15,residential_central,halal
U10081,12,Marciano Commons,dinner,379.33,residential_central,vegan
U10082,12,Marciano Commons,dinner,736.92,residential_central,none
U10083,11,Marciano Commons,lunch,430.18,residential_west,gluten_free
U10084,15,Warren Towers Dining,dinner,349.8,residential_east,none
U10085,18,Marciano Commons,dinner,422.72,residential_central,none
U10086,8,Marciano Commons,lunch,410.25,commuter,gluten_free
U10087,19,Marciano Commons,lunch,282.74,residential_west,halal
U10088,9,West Campus Dining,lunch,324.67,commuter,none
U10089,17,Stuvi2 / towers,breakfast,367.0,residential_east,vegetarian
U10090,19,Marciano Commons,dinner,397.79,residential_east,vegetarian
U10091,16,Stuvi2 / towers,dinner,355.56,residential_east,none
U10092,18,West Campus Dining,lunch,434.67,residential_west,none
U10093,9,Marciano Commons,lunch,430.67,commuter,none
U10094,10,Stuvi2 / towers,lunch,506.0,commuter,halal
U10095,14,West Campus Dining,dinner,320.29,residential_west,none
U10096,13,Sargent Choice Café,dinner,393.77,residential_central,vegan
U10097,9,West Campus Dining,lunch,342.22,commuter,none
U10098,17,Warren Towers Dining,dinner,384.41,residential_east,none
U10099,15,Marciano Commons,breakfast,253.53,residential_east,vegetarian
U10100,6,Warren Towers Dining,dinner,109.67,off_campus_plan,vegetarian
U10101,16,Marciano Commons,dinner,307.56,residential_central,none
U10102,7,Warren Towers Dining,lunch,263.57,off_campus_plan,none
U10103,14,Marciano Commons,dinner,461.21,residential_west,vegetarian
U10104,10,Stuvi2 / towers,lunch,318.9,commuter,none
U10105,13,Stuvi2 / towers,dinner,318.92,residential_east,none
U10106,16,Marciano Commons,dinner,397.56,residential_east,vegetarian
U10107,13,Sargent Choice Café,breakfast,368.0,residential_central,none
U10108,13,Marciano Commons,breakfast,254.85,residential_west,none
U10109,16,Marciano Commons,dinner,396.44,residential_east,none
U10110,16,Marciano Commons,dinner,282.31,residential_east,halal
U10111,14,Marciano Commons,dinner,439.0,residential_east,none
U10112,8,Sargent Choice Café,lunch,492.0,commuter,vegetarian
U10113,17,Marciano Commons,dinner,531.71,residential_west,none
U10114,15,Marciano Commons,dinner,462.27,residential_east,none
U10115,12,Marciano Commons,dinner,450.25,residential_east,none
U10116,14,Marciano Commons,dinner,342.79,residential_east,none
U10117,14,Marciano Commons,dinner,262.93,residential_central,vegan
U10118,14,Marciano Commons,dinner,257.07,residential_east,none
U10119,9,Marciano Commons,lunch,381.67,commuter,vegetarian
U10120,16,Marciano Commons,dinner,349.56,residential_east,none
U10121,11,Stuvi2 / towers,dinner,368.55,residential_east,none
U10122,8,Stuvi2 / towers,lunch,316.38,commuter,none
U10123,7,Sargent Choice Café,lunch,501.71,commuter,vegan
U10124,15,Warren Towers Dining,lunch,350.33,residential_east,halal
U10125,12,Marciano Commons,lunch,389.42,commuter,halal
U10126,13,West Campus Dining,dinner,406.15,residential_west,none
U10127,12,Marciano Commons,lunch,546.25,commuter,vegan
U10128,14,Sargent Choice Café,lunch,242.79,residential_central,none
U10129,17,Marciano Commons,dinner,400.94,residential_central,vegan
U10130,10,Warren Towers Dining,dinner,236.2,off_campus_plan,gluten_free
U10131,14,Warren Towers Dining,lunch,385.5,residential_east,none
U10132,14,Marciano Commons,dinner,431.43,residential_central,none
U10133,12,Marciano Commons,lunch,487.58,residential_west,vegetarian
U10134,15,Warren Towers Dining,lunch,320.47,residential_east,vegetarian
U10135,16,Marciano Commons,dinner,302.12,residential_east,none
U10136,13,Marciano Commons,dinner,341.31,residential_east,gluten_free
U10137,16,Marciano Commons,breakfast,241.81,residential_central,vegetarian
U10138,14,Marciano Commons,breakfast,643.29,residential_central,none
U10139,15,Marciano Commons,dinner,443.07,residential_central,none
U10140,13,Marciano Commons,dinner,336.69,residential_east,vegan
U10141,17,West Campus Dining,dinner,258.65,residential_west,none
U10142,5,Sargent Choice Café,dinner,497.6,off_campus_plan,none
U10143,14,Marciano Commons,dinner,446.0,residential_west,vegetarian
U10144,16,Marciano Commons,dinner,333.81,residential_central,vegetarian
U10145,10,Stuvi2 / towers,lunch,536.6,commuter,vegetarian
U10146,8,Marciano Commons,lunch,461.88,commuter,none
U10147,14,Sargent Choice Café,dinner,195.07,residential_central,vegan
U10148,10,Warren Towers Dining,lunch,269.9,commuter,gluten_free
U10149,12,West Campus Dining,dinner,206.92,residential_west,none
U10150,7,West Campus Dining,lunch,155.86,commuter,vegetarian
U10151,16,Marciano Commons,dinner,361.94,residential_east,gluten_free
U10152,13,Marciano Commons,dinner,279.08,residential_west,vegetarian
U10153,17,Marciano Commons,dinner,482.65,residential_east,vegetarian
U10154,9,Marciano Commons,lunch,220.78,commuter,none
U10155,11,Marciano Commons,dinner,507.82,residential_west,none
U10156,19,Marciano Commons,lunch,301.89,residential_east,vegetarian
U10157,14,Marciano Commons,dinner,394.14,residential_east,vegetarian
U10158,6,Warren Towers Dining,dinner,377.17,off_campus_plan,gluten_free
U10159,9,Marciano Commons,dinner,488.89,commuter,none
U10160,14,Marciano Commons,lunch,427.79,residential_central,none
U10161,15,Marciano Commons,lunch,260.2,residential_central,none
U10162,12,West Campus Dining,dinner,250.5,residential_west,vegan
U10163,13,Marciano Commons,dinner,357.77,residential_west,none
U10164,5,Marciano Commons,lunch,487.2,off_campus_plan,vegetarian
U10165,12,Marciano Commons,dinner,271.83,residential_east,none
U10166,14,Marciano Commons,dinner,423.07,residential_west,none
U10167,15,West Campus Dining,dinner,315.8,residential_west,none
U10168,12,West Campus Dining,dinner,356.17,residential_west,halal
U10169,15,Marciano Commons,dinner,476.07,residential_west,vegetarian
U10170,13,Marciano Commons,dinner,433.08,residential_central,gluten_free
U10171,14,Marciano Commons,dinner,473.5,residential_east,vegetarian
U10172,16,Marciano Commons,dinner,473.56,residential_central,none
U10173,13,Warren Towers Dining,dinner,265.23,residential_east,none
U10174,14,Marciano Commons,dinner,388.07,residential_east,gluten_free
U10175,15,Marciano Commons,lunch,450.2,residential_east,vegetarian
U10176,7,Marciano Commons,lunch,381.57,commuter,none
U10177,17,Marciano Commons,dinner,364.47,residential_west,vegetarian
U10178,15,Marciano Commons,dinner,383.0,residential_central,none
U10179,9,Marciano Commons,lunch,465.44,commuter,none
U10180,12,Sargent Choice Café,dinner,334.08,residential_central,none
U10181,11,West Campus Dining,breakfast,450.18,residential_west,halal
U10182,14,West Campus Dining,dinner,253.71,residential_west,none
U10183,18,West Campus Dining,breakfast,493.17,residential_west,none
U10184,14,Marciano Commons,dinner,452.29,residential_central,none
U10185,16,West Campus Dining,dinner,280.12,residential_west,none
U10186,9,Warren Towers Dining,lunch,337.22,commuter,none
U10187,8,West Campus Dining,lunch,427.88,commuter,none
U10188,16,Stuvi2 / towers,dinner,404.25,residential_east,none
U10189,16,Marciano Commons,dinner,300.25,residential_east,gluten_free
U10190,16,Sargent Choice Café,dinner,323.38,residential_central,none
U10191,15,West Campus Dining,dinner,375.93,residential_west,none
U10192,13,Marciano Commons,dinner,387.31,residential_east,none
U10193,5,Stuvi2 / towers,lunch,216.4,commuter,vegetarian
U10194,16,Stuvi2 / towers,dinner,343.94,residential_east,vegan
U10195,5,Stuvi2 / towers,lunch,212.0,off_campus_plan,none
U10196,6,Marciano Commons,lunch,450.0,commuter,halal
U10197,6,Marciano Commons,lunch,319.67,commuter,vegan
U10198,14,Marciano Commons,dinner,326.79,residential_east,vegetarian
U10199,15,Marciano Commons,dinner,343.53,residential_east,none
U10200,15,Sargent Choice Café,dinner,500.33,residential_central,none
U10201,17,Warren Towers Dining,lunch,288.65,residential_east,vegetarian
U10202,16,Marciano Commons,dinner,325.56,residential_west,halal
U10203,11,Marciano Commons,dinner,401.0,residential_west,vegetarian
U10204,17,Stuvi2 / towers,dinner,451.47,residential_east,none
U10205,18,Stuvi2 / towers,dinner,306.28,residential_east,none
U10206,10,Stuvi2 / towers,lunch,366.0,commuter,vegetarian
U10207,10,Marciano Commons,dinner,334.8,residential_east,vegetarian
U10208,15,Marciano Commons,dinner,361.93,residential_east,none
U10209,13,Sargent Choice Café,dinner,347.23,residential_central,none
U10210,8,Stuvi2 / towers,dinner,427.25,off_campus_plan,none
U10211,14,West Campus Dining,dinner,547.64,residential_west,vegetarian
U10212,16,Marciano Commons,lunch,258.75,residential_east,vegetarian
U10213,15,Marciano Commons,dinner,466.47,residential_central,vegan
U10214,4,Marciano Commons,dinner,528.5,off_campus_plan,vegetarian
U10215,8,Marciano Commons,lunch,423.88,commuter,none
U10216,18,Marciano Commons,dinner,415.67,residential_central,vegetarian
U10217,13,Marciano Commons,dinner,403.77,residential_west,gluten_free
U10218,14,Sargent Choice Café,dinner,579.0,residential_central,halal
U10219,17,Marciano Commons,lunch,293.65,residential_east,halal
U10220,12,Sargent Choice Café,dinner,373.17,residential_central,none
U10221,6,Marciano Commons,lunch,342.0,commuter,vegan
U10222,7,Stuvi2 / towers,lunch,374.71,off_campus_plan,halal
U10223,13,Marciano Commons,breakfast,618.0,residential_east,vegetarian
U10224,19,Marciano Commons,breakfast,480.05,residential_east,none
U10225,13,Sargent Choice Café,dinner,371.31,residential_central,gluten_free
U10226,9,Marciano Commons,lunch,395.11,commuter,none
U10227,10,Marciano Commons,lunch,576.0,commuter,none
U10228,15,Warren Towers Dining,dinner,280.0,residential_east,none
U10229,11,Marciano Commons,lunch,197.09,residential_east,vegetarian
U10230,15,Sargent Choice Café,dinner,250.93,residential_central,none
U10231,18,West Campus Dining,dinner,371.67,residential_west,none
U10232,11,Marciano Commons,lunch,398.0,commuter,vegan
U10233,13,Marciano Commons,lunch,539.54,residential_west,vegan
U10234,8,Marciano Commons,lunch,391.38,commuter,vegetarian
U10235,17,Sargent Choice Café,dinner,485.47,residential_central,none
U10236,7,Marciano Commons,breakfast,116.29,commuter,vegetarian
U10237,17,West Campus Dining,dinner,342.35,residential_west,none
U10238,8,Warren Towers Dining,lunch,398.75,commuter,none
U10239,12,Marciano Commons,dinner,433.92,residential_east,none
U10240,12,Marciano Commons,dinner,348.58,residential_central,halal
U10241,15,Warren Towers Dining,lunch,332.73,residential_east,none
U10242,15,Marciano Commons,lunch,320.0,residential_west,none
U10243,11,Marciano Commons,dinner,539.09,residential_west,none
U10244,14,Marciano Commons,dinner,488.43,residential_east,none
U10245,7,Stuvi2 / towers,dinner,622.86,off_campus_plan,gluten_free
U10246,15,Stuvi2 / towers,dinner,281.93,residential_east,gluten_free
U10247,11,Warren Towers Dining,lunch,570.45,commuter,none
U10248,7,Sargent Choice Café,lunch,281.57,off_campus_plan,none
U10249,15,Stuvi2 / towers,dinner,740.47,residential_east,none
U10250,13,Sargent Choice Café,dinner,517.31,residential_central,vegan
U10251,15,Stuvi2 / towers,dinner,334.0,residential_east,none
U10252,10,Marciano Commons,lunch,390.7,residential_east,none
U10253,14,Marciano Commons,dinner,394.5,residential_west,none
U10254,6,Sargent Choice Café,lunch,259.0,off_campus_plan,none
U10255,13,Stuvi2 / towers,dinner,324.54,residential_east,none
U10256,14,Marciano Commons,lunch,338.64,residential_central,none
U10257,18,Marciano Commons,lunch,419.33,residential_central,none
U10258,8,Warren Towers Dining,lunch,305.12,commuter,none
U10259,11,Marciano Commons,dinner,443.36,residential_east,gluten_free
U10260,15,Sargent Choice Café,dinner,313.47,residential_central,none
U10261,16,Marciano Commons,dinner,392.69,residential_central,none
U10262,11,Marciano Commons,dinner,392.64,residential_central,gluten_free
U10263,6,Marciano Commons,lunch,224.17,off_campus_plan,halal
U10264,6,Marciano Commons,lunch,575.67,commuter,none
U10265,15,Stuvi2 / towers,breakfast,446.87,residential_east,vegetarian
U10266,15,Marciano Commons,lunch,292.47,residential_west,none
U10267,14,West Campus Dining,dinner,298.29,residential_west,vegetarian
U10268,13,Marciano Commons,dinner,431.15,residential_west,gluten_free
U10269,12,Marciano Commons,lunch,500.75,residential_west,none
U10270,14,West Campus Dining,dinner,355.36,residential_west,none
U10271,15,West Campus Dining,dinner,492.47,residential_west,none
U10272,5,Warren Towers Dining,dinner,337.6,off_campus_plan,vegetarian
U10273,15,Marciano Commons,lunch,436.07,residential_east,vegetarian
U10274,7,Warren Towers Dining,lunch,311.57,off_campus_plan,vegetarian
U10275,11,Marciano Commons,dinner,402.45,residential_west,none
U10276,14,Sargent Choice Café,dinner,499.57,residential_central,none
U10277,10,Sargent Choice Café,lunch,310.5,commuter,vegetarian
U10278,16,Marciano Commons,lunch,480.81,residential_west,none
U10279,13,West Campus Dining,lunch,334.92,residential_west,none
U10280,11,Marciano Commons,lunch,315.0,residential_west,none
U10281,15,West Campus Dining,dinner,247.87,residential_west,vegetarian
U10282,8,Stuvi2 / towers,lunch,421.75,off_campus_plan,vegetarian
U10283,10,West Campus Dining,lunch,291.3,commuter,halal
U10284,16,Stuvi2 / towers,dinner,350.88,residential_east,none
U10285,11,Marciano Commons,dinner,369.64,residential_east,halal
U10286,15,Marciano Commons,dinner,342.67,residential_west,vegan
U10287,16,Warren Towers Dining,breakfast,418.81,residential_east,none
U10288,15,Marciano Commons,dinner,359.4,residential_central,none
U10289,14,Marciano Commons,breakfast,393.5,residential_east,none
U10290,13,Marciano Commons,dinner,402.85,residential_central,gluten_free
U10291,13,Warren Towers Dining,dinner,527.15,residential_east,none
U10292,15,West Campus Dining,breakfast,322.8,residential_west,none
U10293,14,Sargent Choice Café,lunch,353.86,residential_central,none
U10294,16,West Campus Dining,lunch,294.5,residential_west,vegan
U10295,9,Warren Towers Dining,lunch,315.56,off_campus_plan,none
U10296,10,Marciano Commons,lunch,549.8,commuter,none
U10297,14,Marciano Commons,breakfast,144.79,residential_west,none
U10298,17,Stuvi2 / towers,dinner,291.06,residential_east,none
U10299,7,West Campus Dining,lunch,306.86,commuter,none
U10300,3,West Campus Dining,lunch,475.0,off_campus_plan,none
U10301,7,Stuvi2 / towers,lunch,318.0,commuter,vegan
U10302,12,Marciano Commons,dinner,314.83,residential_east,vegan
U10303,10,Stuvi2 / towers,dinner,371.8,off_campus_plan,vegan
U10304,13,Stuvi2 / towers,dinner,356.92,residential_east,none
U10305,10,Warren Towers Dining,lunch,442.4,commuter,vegan
U10306,8,Warren Towers Dining,lunch,498.38,off_campus_plan,none
U10307,14,Marciano Commons,lunch,419.93,residential_east,none
U10308,7,Stuvi2 / towers,lunch,255.14,off_campus_plan,gluten_free
U10309,15,Marciano Commons,dinner,308.07,residential_west,vegan
U10310,10,Warren Towers Dining,lunch,355.9,off_campus_plan,vegetarian
U10311,17,Marciano Commons,dinner,454.35,residential_west,halal
U10312,7,West Campus Dining,lunch,409.29,off_campus_plan,gluten_free
U10313,11,Marciano Commons,dinner,454.45,residential_east,vegetarian
U10314,8,Sargent Choice Café,lunch,275.5,commuter,vegetarian
U10315,17,Marciano Commons,dinner,413.41,residential_central,vegan
U10316,17,Marciano Commons,dinner,507.41,residential_west,none
U10317,15,Marciano Commons,breakfast,322.73,residential_east,none
U10318,8,Stuvi2 / towers,lunch,387.12,commuter,vegan
U10319,16,Marciano Commons,dinner,310.19,residential_east,none
U10320,13,Marciano Commons,dinner,340.08,residential_central,none
U10321,14,Marciano Commons,lunch,230.29,residential_east,none
U10322,6,Marciano Commons,lunch,495.5,off_campus_plan,none
U10323,14,Stuvi2 / towers,dinner,443.43,residential_east,gluten_free
U10324,12,Warren Towers Dining,dinner,324.33,residential_east,vegetarian
U10325,15,Marciano Commons,dinner,409.8,residential_east,none
U10326,16,Marciano Commons,dinner,368.0,residential_west,gluten_free
U10327,18,Stuvi2 / towers,dinner,407.11,residential_east,halal
U10328,16,Marciano Commons,dinner,404.31,residential_west,none
U10329,9,Warren Towers Dining,lunch,465.56,commuter,halal
U10330,8,West Campus Dining,lunch,220.62,commuter,none
U10331,16,Marciano Commons,dinner,403.75,residential_central,none
U10332,15,Marciano Commons,dinner,388.0,residential_east,none
U10333,14,Sargent Choice Café,dinner,500.79,residential_central,vegetarian
U10334,12,Marciano Commons,dinner,557.92,residential_east,none
U10335,7,Marciano Commons,lunch,359.29,commuter,vegetarian
U10336,14,Marciano Commons,dinner,207.93,residential_east,vegetarian
U10337,15,Marciano Commons,breakfast,281.73,residential_west,none
U10338,16,West Campus Dining,lunch,346.38,residential_west,none
U10339,8,Marciano Commons,lunch,433.12,commuter,none
U10340,14,Marciano Commons,lunch,386.14,residential_east,none
U10341,13,Marciano Commons,dinner,438.46,residential_central,vegetarian
U10342,14,Warren Towers Dining,dinner,373.43,residential_east,vegetarian
U10343,9,West Campus Dining,lunch,407.56,commuter,vegetarian
U10344,7,Warren Towers Dining,lunch,481.0,off_campus_plan,none
U10345,12,Marciano Commons,lunch,510.0,residential_west,vegetarian
U10346,12,Marciano Commons,dinner,399.17,residential_west,halal
U10347,9,Warren Towers Dining,lunch,348.11,off_campus_plan,gluten_free
U10348,17,Marciano Commons,dinner,481.18,residential_central,halal
U10349,13,West Campus Dining,lunch,327.31,residential_west,vegetarian
U10350,16,Sargent Choice Café,breakfast,345.62,residential_central,none
U10351,16,Marciano Commons,dinner,513.06,residential_central,vegetarian
U10352,15,Marciano Commons,dinner,420.27,residential_east,gluten_free
U10353,9,Stuvi2 / towers,lunch,620.22,commuter,none
U10354,13,West Campus Dining,lunch,246.54,residential_west,none
U10355,14,Marciano Commons,dinner,349.71,residential_east,none
U10356,11,Warren Towers Dining,lunch,476.09,commuter,vegan
U10357,11,Marciano Commons,dinner,343.55,residential_west,none
U10358,18,Warren Towers Dining,breakfast,354.56,residential_east,none
U10359,11,Marciano Commons,dinner,381.55,residential_central,halal
U10360,10,Stuvi2 / towers,lunch,320.2,commuter,vegetarian
U10361,7,Stuvi2 / towers,lunch,315.29,commuter,none
U10362,10,Stuvi2 / towers,lunch,410.2,off_campus_plan,none
